USER_UUID,'83d91a0a-6a92-47f5-9eed-ae26a594a647','0367c168-ac79-4dc7-84c4-d44b653ba68e','f5915c80-d3bc-4801-86d3-9ac00b9e41ae','a9e85627-81e8-4c27-bcdf-e9a34b66329e','e6926645-d006-4742-8397-d4e415e8678f','259ebe96-71cd-4e3f-a14c-0e174ffcbcec','d6b6769d-b02e-4ca7-9702-1e390006d293','5367c1a1-6322-457f-84b0-51b5301d48b4','9083f6c2-b037-488e-9096-194b209b5805','88d80727-970c-440a-a2c9-ad96e423cc13','c88d205a-7ddc-4b1b-8ea4-87e717b25230','31c97060-5518-4180-b74b-100f54e24ab1','52438211-603f-4f15-aa31-0db896ca3c18','a1a0a05d-e697-473d-9c02-6e6172283808','8ca3be93-7f70-45e5-a735-e4a2bda881c7','3e00cf89-d570-439a-919d-9fce068c9fc5','b8e60170-0dc1-4ca7-8c62-89b97e615d1d','9280a25f-35a1-44e1-9272-c6becb96c0ba','7bb2223c-84cb-46ec-8573-794021238886','16f344c7-38b6-490a-9477-886a06e6ef60','ff36935c-71b6-4310-a571-ccb358a77b3c','0de887ca-2972-4e04-a644-1cc63260bc65','b76b6589-4e8a-4c5c-961a-2d50a28aa034','1fa2b1a3-1a6e-470f-ad67-80e9ca5a8ce2','75eb0a77-6e3b-492c-81bd-791cf41aa09d','0fb977dd-8faf-4be7-9add-d043b747b945','0bc2b687-560f-4fbf-ab1e-35b76e545c43','77634265-6bcf-479c-92c3-a88cffd7f7b0','be9f23f9-5baa-494b-b41f-62f122e46782','9319c616-2822-4971-875a-837dd5ae6653','bcf492fd-1197-468b-b486-41e00f324d43','682d3673-2e82-4dd1-8dee-b8fe1394f74e','720a4f66-0e7f-472a-a90f-8a2b9063b629','84e9ecdd-030a-44ea-b1fd-539a052a09f3','a977416d-b2a5-4971-a914-99bfe854aadb','1639cde5-678c-469e-928d-9ad67f968bfc','d96db84d-052a-4117-9351-439afc3b62ae','da073e30-79e1-4742-8a16-5dbedb87b7e4','1af17e73-fd96-4722-b32b-336c903b9211','a5afda52-0475-4e0b-a830-aa929ac55fbd','c1a57b98-261f-423c-b2ac-4ae8b2c14356','38b3b679-009c-4951-9567-8002f7b969dd','fad894b3-179a-470a-b340-f744cebcffb3','3b63aad5-6742-43a3-a68e-8e9bb5833de1','98933de2-b3d5-499e-8de4-65e78303c135','2d9cede1-95b0-4da6-b405-73cc58c16333','3bc9df3c-694a-4562-a8a8-445730340eed','05cbacf9-1988-4b9a-bc63-3f6442a2500d','be87911f-fe7b-48a0-9319-1b8e6034230a','9752bba4-7ce3-4c1a-9c1e-254cb386b0fb','ab6e8115-d5f3-41c3-a5d7-2e3edc413d4e','3ff8d2bc-9c68-4fce-9faf-1b80ca33b153','f1262691-7c94-403a-8a64-d6563bcaf387','d2648054-267c-44f6-b178-5ff07624a64e','90441dc4-5ad0-483b-bb49-27a9466c07cf','2c71a858-5901-469c-b34f-aef5597db577','e83c391b-c935-4a1b-a5d1-f18a7a9ae200','e22d4f28-5254-4e17-8256-a2252457d4dc','296694ca-df57-4bc4-9a0c-f7a72a59a65e','9c649911-7040-4868-8d17-2409d52d512a','e7f7fba6-02c0-4df6-8f19-ffd6625d8d14','c5e8972c-fa66-49d6-b266-e2bf8958a65a','de3df29a-f878-4ea1-b8d8-3d8988d5e91b','d76257f8-d9b0-4da4-bc9a-93fc126f8a40','1fad83c2-fc73-427d-99af-c1f732159e5d'
01982295-7702-4225-a00c-f4fcbde87e9e,,0.0,,,,,,,0.0,,0.0,,,,1.0,,,0.0,,,,,,,,1.0,1.0,,,0.0,,,,,,,1.0,,1.0,,,,1.0,,,,1.0,1.0,,,,,,,1.0,,0.0,,1.0,1.0,0.0,1.0,,,1.0
01f92db4-507d-4363-bd52-ff4167dcc421,,,,,,,,1.0,0.0,,,,,,,,,1.0,1.0,,,,0.0,,0.0,,,,,1.0,1.0,0.0,0.0,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,0.0,,1.0,,0.0,,,,0.0
0222fd25-43a7-4660-af82-ba420787eb86,,0.0,,,,,0.0,,,,,,,,1.0,0.0,,,,,1.0,,,,0.0,0.0,0.0,,,1.0,,,,0.0,,,0.0,,,,1.0,0.0,,,,,0.0,1.0,,0.0,,,,,,,,,,,,,,1.0,
02487e4e-f5f3-4bb4-b0a3-072319a9f4f9,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,0.0,,,0.0,,0.0,,0.0,0.0,,,,1.0,1.0,,,,,,,,,,,,1.0,0.0,,,1.0,,,1.0,,,,,1.0,,,1.0,0.0,1.0,1.0,,,,
0253fdcf-5a45-40cd-b7f4-2daae7987542,0.0,1.0,,,,,,,,,,,,,,,,,0.0,,1.0,,0.0,,,1.0,1.0,,,1.0,0.0,,,,1.0,,,,,,,,,,0.0,,,1.0,,1.0,,,,,,,0.0,1.0,1.0,,0.0,,,,
02683619-aeaa-477f-8bd6-1aba97d86861,0.0,,,,,1.0,,,0.0,1.0,,,,,,1.0,,0.0,,,,,1.0,,0.0,1.0,1.0,,,1.0,0.0,0.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,0.0,1.0,1.0,,1.0,,,,1.0
02a9c77e-c477-4118-87fc-563d5637576a,1.0,,,,,,,,,,1.0,,,,,1.0,,1.0,1.0,,,,1.0,1.0,0.0,,1.0,,,1.0,,1.0,,,,,,,,,,,0.0,,,,,1.0,,,0.0,,,,,,0.0,1.0,1.0,,,,,,1.0
02b77d00-7011-49b7-bb9d-0622bb2afd72,0.0,,,,,,,1.0,1.0,1.0,,,,,,1.0,,0.0,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,0.0,,,,,,0.0,,,,,,,,1.0
02cdf4d1-c219-4800-8936-4b9ffa052085,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,0.0,,,1.0,1.0,,,0.0,1.0,0.0,,,1.0,,,,,,,,0.0,1.0,,,1.0,,,1.0,,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,,,
030172bd-0e85-430e-9ffa-5d303e6ef086,0.0,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,0.0,,,0.0,1.0,0.0,,1.0,,,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,0.0,0.0,,,0.0,,,,1.0
030eada4-2ff0-4a98-a664-edfb4f26b1e6,0.0,,,,,,,,0.0,1.0,0.0,,,1.0,,1.0,,0.0,,,,,0.0,1.0,0.0,,,,,,1.0,,,,,1.0,,,,,,,0.0,1.0,,,1.0,,,,,,,,,,0.0,1.0,1.0,1.0,0.0,,,,0.0
0334afb7-8332-4302-8c9c-a53e6b565519,0.0,1.0,,,,1.0,,,0.0,,,,,,,1.0,,0.0,,,,,0.0,,0.0,1.0,,,,0.0,1.0,,,,1.0,,,,1.0,,,,,0.0,,,0.0,,,1.0,,,,,,,0.0,1.0,1.0,,,,,,
034ec79b-452b-4869-91cd-28d46adcd568,,1.0,,,,1.0,,,1.0,,,,,,,1.0,,0.0,,,,,,1.0,0.0,1.0,,,,,1.0,0.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,1.0,1.0,,1.0,1.0,,,
0355407c-ca65-4665-bf2a-63e4d3764787,,,,,,1.0,,,,,0.0,,,,,1.0,,,,,,,0.0,,0.0,1.0,,,,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,1.0,1.0,,1.0,1.0,1.0,,,0.0
038b5b88-4ea4-40ce-a2b4-2e2ca4b8cd1c,0.0,0.0,,,,1.0,,,,,,0.0,,,,0.0,1.0,,,,0.0,,,,,,1.0,,,0.0,,,,0.0,,,,,0.0,,,1.0,,,,,0.0,0.0,1.0,0.0,,,1.0,,,,,,,,,,,,
03acbce0-58f8-4078-9ea6-d6d7f19c7f06,,1.0,,,,1.0,,,0.0,,,,,,1.0,1.0,,0.0,,,,,,,0.0,0.0,1.0,,,0.0,,1.0,,,,,,,,,,,,,,,0.0,1.0,,1.0,0.0,,,,,,0.0,0.0,,,,,,,
03d3387d-cc3c-4202-a375-1c217bb1908f,0.0,1.0,,,,1.0,1.0,,,,,,,,1.0,0.0,,0.0,,1.0,,,,,,1.0,,,,1.0,0.0,,,,0.0,,,,1.0,,,,0.0,,,,1.0,,,1.0,,,,,,,,,1.0,0.0,0.0,1.0,,,0.0
03da2064-1f50-45f5-ae89-8ceb708d9e4b,1.0,1.0,,,,,,,1.0,,,,,,,1.0,,0.0,,,,0.0,,,1.0,1.0,,,,1.0,,,,,1.0,,,,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,0.0,1.0,1.0,1.0,0.0,,,,
040b1ff7-2106-4de9-b7bb-0fd4a1fa1833,0.0,1.0,,,,,,,,,,1.0,,,,,,0.0,,,,,,,0.0,1.0,,,,,1.0,1.0,0.0,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,0.0,1.0,,,
0412bbb5-e827-4129-84aa-6750d57bc731,1.0,1.0,,,,1.0,1.0,0.0,0.0,,0.0,,,,1.0,1.0,,,,,,,1.0,,,,1.0,,,1.0,0.0,,,,0.0,,,,1.0,,,0.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,
0414312c-2149-4dfc-808b-db631f00b884,0.0,,,,,1.0,,,0.0,,,,,,,,,0.0,1.0,,,,0.0,,0.0,,1.0,,,,0.0,0.0,,,,,,,,,,,0.0,,,,1.0,,,,0.0,,,,,,0.0,,1.0,1.0,0.0,,,,1.0
0417844e-7f54-4e59-9d4c-c0010adf040f,,,,,,,,0.0,,,,,,,,1.0,,0.0,,,,,,,0.0,0.0,0.0,,,1.0,,,,,,,,,1.0,,,1.0,1.0,,,,1.0,1.0,,1.0,,,,,,,0.0,0.0,,1.0,0.0,1.0,,,
04313808-e1c6-48d5-bccf-fc294240b551,,1.0,,,,1.0,1.0,,,,,,0.0,,1.0,0.0,1.0,,,,1.0,,,,,1.0,1.0,,,1.0,,,0.0,,,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,1.0,,,0.0,1.0,,,,1.0,,,
0434cb70-84eb-44c7-8646-912b18559a08,,0.0,,,,,0.0,,0.0,,,,,,1.0,,1.0,,,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,1.0,,,,,,,,,1.0,,,,,0.0,1.0,,1.0,,1.0,,,,,0.0,0.0,,,,,,,
043665a5-498c-4585-86bf-6ffd0d65cbb8,0.0,1.0,,,,,,,0.0,0.0,,,,,,1.0,,,1.0,,,0.0,1.0,1.0,0.0,,,,,1.0,,0.0,0.0,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,0.0,,1.0,1.0,,,,,1.0
045b1ffc-e665-44e7-b3c7-73d13f218d3a,,,,,,1.0,,0.0,1.0,,1.0,,,,,1.0,,0.0,1.0,,,1.0,1.0,,1.0,,1.0,,,,1.0,0.0,0.0,,1.0,,,,,,,,,,0.0,,,,,,1.0,,,,,,0.0,1.0,1.0,,0.0,,,,0.0
048ad043-0c09-40a7-91a1-c54eae3edae8,,1.0,,,,1.0,1.0,,0.0,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,1.0,0.0,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,0.0,1.0,1.0,1.0,0.0,,,,
048bbe1f-49c6-4f57-a50c-a3d64ef20ff1,,1.0,,,,1.0,1.0,,0.0,,,0.0,,,,1.0,,0.0,,,,,0.0,,,1.0,,,,,,0.0,0.0,,0.0,,,,1.0,,,,0.0,,,0.0,,0.0,,1.0,,0.0,,,1.0,,0.0,0.0,1.0,1.0,0.0,,,,
04ab4a33-423e-4016-bc52-f7435d936626,0.0,,,,,,0.0,,1.0,,,,,,1.0,,,,,,,,0.0,,1.0,0.0,,,,0.0,,1.0,0.0,,,,,,,,1.0,1.0,,,,,1.0,0.0,,1.0,,1.0,,,,,0.0,,1.0,1.0,0.0,,,,
04cb131d-f6b5-4b5c-9a7d-11145f68660d,,1.0,,,,1.0,1.0,,,0.0,,,,,,1.0,,,,,1.0,,0.0,,0.0,1.0,1.0,,,1.0,0.0,0.0,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,0.0,1.0,,,0.0,,,,0.0
04d369f0-98e7-49b8-9388-c512ba3d6a89,1.0,,,,,,,1.0,,,,1.0,,1.0,,,,1.0,,,,0.0,0.0,1.0,0.0,,,,,1.0,,1.0,0.0,,,1.0,,,,,,,,,0.0,,,,,,0.0,,,,,,1.0,,,,1.0,,,,
04d9de89-13d5-4203-a58e-aa12c19d2d91,,0.0,,,,,1.0,0.0,0.0,,0.0,,,,1.0,,,,,1.0,,,0.0,,0.0,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,0.0,,,,0.0,1.0,,,,,,,,,,0.0,,0.0,0.0,1.0,,,
0513ec2b-fd01-4b5f-bc0f-ce1cab0d08e7,,1.0,,,,1.0,,,1.0,,,0.0,,,,1.0,1.0,1.0,,,,,0.0,,0.0,1.0,1.0,,,0.0,0.0,0.0,,1.0,,,,,,,,1.0,,0.0,,,,,,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,
051b91cb-4307-4b97-8df2-d9d4b8bda736,0.0,,,,,1.0,,,0.0,,,,,,,1.0,,,,,,,0.0,,,1.0,1.0,,,1.0,,0.0,,,,,,,1.0,,,,0.0,1.0,,,1.0,1.0,,,,,,,,,0.0,1.0,,1.0,0.0,1.0,,,
053d8616-5d28-42bd-8dc1-068759f3d67f,0.0,1.0,,,,,1.0,,0.0,,,,,,,0.0,,,,,1.0,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,1.0,,,1.0,1.0,,,,,0.0,,,,,1.0,,1.0,,0.0,1.0,,,,,,,
0596fe95-28f8-4f7c-bb7f-58198ec502b6,1.0,,,,,,,,1.0,1.0,,,,,1.0,,,0.0,,,,,0.0,,1.0,1.0,1.0,,,1.0,,0.0,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,
05ab89b7-c20f-43cc-8641-f8ee38f80d6e,0.0,0.0,,,,0.0,,,0.0,,1.0,0.0,,,,1.0,,0.0,0.0,,1.0,0.0,0.0,,0.0,0.0,1.0,,,,,0.0,,0.0,,0.0,,,,,,1.0,1.0,0.0,0.0,,0.0,1.0,,1.0,,,,,,,1.0,0.0,,,1.0,,,,0.0
05ad82f0-1d00-490e-ba10-719f5c4ebb97,0.0,,,,,,,,1.0,,1.0,0.0,,,,,,0.0,1.0,,,,0.0,0.0,,,1.0,,,,,0.0,0.0,,,,,,1.0,,,,,1.0,,,,1.0,,,1.0,,,,,,1.0,,1.0,1.0,0.0,,,,0.0
05eacd41-0862-456c-8384-6ee254361bf5,0.0,0.0,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,0.0,,,,,0.0,,0.0,,1.0,,,,1.0,,,1.0,0.0,,,,1.0,1.0,,1.0,,,,,,,1.0,0.0,1.0,,0.0,,,,
05f19ad7-ba9e-4371-a764-6459c557d95c,0.0,1.0,,,,1.0,,0.0,1.0,,,1.0,,,,1.0,,1.0,,,,,0.0,,,1.0,,,,,1.0,1.0,,,0.0,,,,,,,,0.0,,,,1.0,,,,,,,,,,,1.0,1.0,,1.0,0.0,,,0.0
061234f1-1d36-47c6-bac5-426f8597c540,1.0,,,,,,,0.0,1.0,1.0,0.0,,,1.0,,,,1.0,1.0,,,,0.0,1.0,1.0,,1.0,,,,1.0,1.0,0.0,,,,,,,,,,1.0,,0.0,0.0,,,,,1.0,,,,,,1.0,,1.0,1.0,0.0,,,,1.0
0619ff53-2f9b-4480-84fe-d6d5c76d1ec6,1.0,,,,,1.0,0.0,,1.0,,,,,,1.0,,,,,,,,0.0,,,1.0,1.0,,,1.0,0.0,0.0,,,,,,,1.0,,,,,,,,1.0,,,,,1.0,1.0,,,,,,1.0,,,1.0,,,
0646c628-38cf-4414-b8b5-f8d99b80ac0c,0.0,1.0,,,,,,,1.0,,,,,,,1.0,,0.0,,,,,,1.0,0.0,,1.0,,,1.0,0.0,1.0,0.0,,,1.0,,,1.0,,1.0,,,1.0,,,1.0,,1.0,1.0,0.0,,,,,,0.0,1.0,,1.0,0.0,,,,1.0
064fad87-db91-40ff-8f1c-43ee5e03890e,,0.0,1.0,,,0.0,0.0,,,,,,1.0,,,0.0,1.0,,,0.0,0.0,,,,0.0,,0.0,,,,0.0,,,,,,,,,,,0.0,0.0,,,,0.0,0.0,,1.0,,0.0,1.0,,,1.0,,1.0,,,,1.0,,,
0650e75c-1284-4b10-948f-1f1a5ff64898,,,1.0,,,,,,0.0,,,,,,1.0,,,,,,0.0,,0.0,,0.0,1.0,1.0,,,0.0,,0.0,,,0.0,,,,0.0,,,1.0,,,,,0.0,,,0.0,,,,,,,,0.0,,,1.0,,,,
0679716c-b54a-4027-a4c5-74843a88eea1,0.0,0.0,,,,1.0,1.0,,1.0,,,,,,1.0,,,,,0.0,,,,,,0.0,1.0,,,,,,,,,,,,0.0,,,0.0,,,,,0.0,1.0,,0.0,,,,,,,,1.0,0.0,,,0.0,,,
069311ff-4de1-41f6-8f09-cc4a59d3e87c,0.0,0.0,,,,1.0,,,0.0,1.0,,1.0,,,,1.0,,0.0,,,,,,,,1.0,,,,0.0,0.0,1.0,0.0,,1.0,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,0.0,1.0,,0.0,0.0,,,,0.0
06a6f282-0583-4c52-aabc-f02aeb1c002e,,,,,,0.0,,,0.0,,,,,,1.0,,,,,,,0.0,,,0.0,0.0,1.0,,,1.0,0.0,,,,1.0,,,,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,0.0,,1.0,1.0,,1.0,,,
06b6c9cf-0ad6-4d4f-92f7-8c9e1fe9d17f,1.0,1.0,,,,,,0.0,1.0,,,,,,,,,1.0,1.0,,,0.0,,0.0,1.0,1.0,,,,,,1.0,0.0,,,,,,,,1.0,,,,0.0,,,,,,0.0,,1.0,,,,,,1.0,,,,,,0.0
0711c26b-22b3-4f83-9e57-dbac43cd1f4c,0.0,,,,,,,1.0,0.0,,1.0,0.0,,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,,1.0,,,1.0,0.0,,0.0,,1.0,,,,1.0,,,,,,0.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,,,1.0
073e8849-3390-437e-a970-7fe504f86b8d,0.0,,,,,,1.0,,1.0,,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,1.0,,,,0.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0
07669e45-a0ca-49d9-908a-3362bb668695,0.0,1.0,,,,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,,0.0,,,,,0.0,,0.0,,,,,1.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,1.0,1.0,,,,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,,,
077dec11-4e68-4bc5-ad49-110904c5f65f,0.0,1.0,,,,,,,,0.0,,0.0,,1.0,,,,0.0,,,,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,1.0
07967c64-1ac5-4654-aaa8-abf0e76ab291,0.0,,,,,,,0.0,,0.0,1.0,0.0,,1.0,,,,1.0,1.0,,,,1.0,0.0,,,1.0,,,1.0,,1.0,0.0,,,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,0.0,1.0,1.0,,0.0,,,,1.0
0796d2b2-2736-416f-bc09-4fa02103b686,,1.0,,,,,,,0.0,,1.0,,,,1.0,1.0,,0.0,1.0,,,,0.0,,0.0,1.0,1.0,,,1.0,0.0,0.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,0.0,1.0,1.0,1.0,,,,,1.0
07a4c328-570e-492a-a322-1cefbfd6fc2a,1.0,1.0,,,,0.0,,,,,,0.0,,,0.0,1.0,1.0,1.0,,1.0,,0.0,,,0.0,1.0,1.0,,,0.0,,,1.0,,,,0.0,,,1.0,1.0,1.0,1.0,,,,1.0,,,0.0,0.0,,,,,,,1.0,,,,,,,
07c09b47-33e9-435f-956d-3da8da7c417b,,1.0,,,,1.0,,,0.0,,,0.0,,,1.0,0.0,,,,,,,1.0,,,,,1.0,,,0.0,,0.0,,1.0,,,,1.0,,,1.0,,,0.0,,1.0,1.0,,,,,,,,,,,,,1.0,0.0,,,
07d07112-24b1-4a4e-9279-b08786041d96,1.0,,,,,1.0,,,0.0,1.0,,,,0.0,1.0,1.0,,0.0,0.0,,,,,,0.0,1.0,1.0,,,1.0,,0.0,0.0,,1.0,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,0.0,1.0,1.0,,0.0,,,,
