USER_UUID,'83d91a0a-6a92-47f5-9eed-ae26a594a647','0367c168-ac79-4dc7-84c4-d44b653ba68e','f5915c80-d3bc-4801-86d3-9ac00b9e41ae','a9e85627-81e8-4c27-bcdf-e9a34b66329e','e6926645-d006-4742-8397-d4e415e8678f','259ebe96-71cd-4e3f-a14c-0e174ffcbcec','d6b6769d-b02e-4ca7-9702-1e390006d293','5367c1a1-6322-457f-84b0-51b5301d48b4','9083f6c2-b037-488e-9096-194b209b5805','88d80727-970c-440a-a2c9-ad96e423cc13','c88d205a-7ddc-4b1b-8ea4-87e717b25230','31c97060-5518-4180-b74b-100f54e24ab1','52438211-603f-4f15-aa31-0db896ca3c18','a1a0a05d-e697-473d-9c02-6e6172283808','8ca3be93-7f70-45e5-a735-e4a2bda881c7','3e00cf89-d570-439a-919d-9fce068c9fc5','b8e60170-0dc1-4ca7-8c62-89b97e615d1d','9280a25f-35a1-44e1-9272-c6becb96c0ba','7bb2223c-84cb-46ec-8573-794021238886','16f344c7-38b6-490a-9477-886a06e6ef60','ff36935c-71b6-4310-a571-ccb358a77b3c','0de887ca-2972-4e04-a644-1cc63260bc65','b76b6589-4e8a-4c5c-961a-2d50a28aa034','1fa2b1a3-1a6e-470f-ad67-80e9ca5a8ce2','75eb0a77-6e3b-492c-81bd-791cf41aa09d','0fb977dd-8faf-4be7-9add-d043b747b945','0bc2b687-560f-4fbf-ab1e-35b76e545c43','77634265-6bcf-479c-92c3-a88cffd7f7b0','be9f23f9-5baa-494b-b41f-62f122e46782','9319c616-2822-4971-875a-837dd5ae6653','bcf492fd-1197-468b-b486-41e00f324d43','682d3673-2e82-4dd1-8dee-b8fe1394f74e','720a4f66-0e7f-472a-a90f-8a2b9063b629','84e9ecdd-030a-44ea-b1fd-539a052a09f3','a977416d-b2a5-4971-a914-99bfe854aadb','1639cde5-678c-469e-928d-9ad67f968bfc','d96db84d-052a-4117-9351-439afc3b62ae','da073e30-79e1-4742-8a16-5dbedb87b7e4','1af17e73-fd96-4722-b32b-336c903b9211','a5afda52-0475-4e0b-a830-aa929ac55fbd','c1a57b98-261f-423c-b2ac-4ae8b2c14356','38b3b679-009c-4951-9567-8002f7b969dd','fad894b3-179a-470a-b340-f744cebcffb3','3b63aad5-6742-43a3-a68e-8e9bb5833de1','98933de2-b3d5-499e-8de4-65e78303c135','2d9cede1-95b0-4da6-b405-73cc58c16333','3bc9df3c-694a-4562-a8a8-445730340eed','05cbacf9-1988-4b9a-bc63-3f6442a2500d','be87911f-fe7b-48a0-9319-1b8e6034230a','9752bba4-7ce3-4c1a-9c1e-254cb386b0fb','ab6e8115-d5f3-41c3-a5d7-2e3edc413d4e','3ff8d2bc-9c68-4fce-9faf-1b80ca33b153','f1262691-7c94-403a-8a64-d6563bcaf387','d2648054-267c-44f6-b178-5ff07624a64e','90441dc4-5ad0-483b-bb49-27a9466c07cf','2c71a858-5901-469c-b34f-aef5597db577','e83c391b-c935-4a1b-a5d1-f18a7a9ae200','e22d4f28-5254-4e17-8256-a2252457d4dc','296694ca-df57-4bc4-9a0c-f7a72a59a65e','9c649911-7040-4868-8d17-2409d52d512a','e7f7fba6-02c0-4df6-8f19-ffd6625d8d14','c5e8972c-fa66-49d6-b266-e2bf8958a65a','de3df29a-f878-4ea1-b8d8-3d8988d5e91b','d76257f8-d9b0-4da4-bc9a-93fc126f8a40','1fad83c2-fc73-427d-99af-c1f732159e5d'
0041f069-a5d1-4764-b83e-ff2a002b6e48,1.0,,,,,,1.0,,0.0,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,1.0,,,0.0,,0.0,,,,1.0,,0.0,1.0,,,,,0.0,,,1.0,,1.0,,,,,,1.0,1.0,,,,,,
0042e695-f3b1-43b5-ada4-173d4a03c6d0,0.0,,,,,,,,1.0,,,,,,,,,0.0,,,,,1.0,,,,1.0,,,,,1.0,0.0,,,1.0,,,,,,,1.0,1.0,1.0,0.0,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,1.0
004972ec-1ab0-43f2-b8fc-1e7ca3a10930,1.0,0.0,1.0,,,1.0,1.0,,,,,,,,,,0.0,,,,1.0,,,1.0,,,1.0,,,0.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.0,,,
004e6ee9-f13a-461a-b9fb-0cc8b9e0802e,0.0,,,,,,,,0.0,,,,,,,1.0,,,,,,,0.0,,,,1.0,,,1.0,,,,,,,,,1.0,,,,0.0,,,,1.0,,,1.0,,,,,,,1.0,1.0,0.0,1.0,0.0,,,,
0060d41e-cc09-4a61-b134-8110523f53e1,1.0,0.0,,,,,,,1.0,,,,,,,0.0,,,,,,,1.0,,,0.0,,0.0,,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,1.0,1.0,0.0,,0.0
00692ef7-2034-41c3-bb0e-cc9404db460d,,1.0,,,,,,,1.0,,0.0,,,,,1.0,,0.0,,,,,0.0,1.0,0.0,1.0,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,0.0,,,,
006b0f11-1980-4843-9ebd-42f81a0f0aa5,0.0,1.0,,,,1.0,1.0,,,,,,,,,1.0,,0.0,,,,,0.0,,,1.0,1.0,,,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,0.0,1.0,,,
00743031-6b7b-42d8-a04b-7cec7522aa3a,0.0,0.0,,,,,1.0,,0.0,,,0.0,,,,,,0.0,,,,,,,,1.0,,,,,,0.0,,1.0,,,1.0,,0.0,,0.0,,,,,,0.0,,,0.0,,,1.0,,,,,0.0,,,,,,,
007e3dda-85de-4cb1-b65b-52365a48b4dc,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,1.0,0.0,,,,0.0
0085cc7b-d824-4fc5-806e-0bdd3a401263,,0.0,,0.0,,1.0,1.0,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,0.0,,0.0,,,,,,0.0,,1.0,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,
008bca5f-2644-4ea8-8216-5f91d47c4554,0.0,,,,,,,,0.0,,1.0,,,,0.0,,,,,,,,,,,,,,,0.0,,1.0,0.0,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,1.0,1.0,,,,
00934007-0940-40a1-9bfc-66f13e50c93f,1.0,,,,,,1.0,1.0,,,0.0,1.0,,1.0,,,,1.0,,,,,,0.0,0.0,,,,,,,0.0,1.0,,,0.0,,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,0.0,,,,
009bc26a-916c-4e9a-a12e-4821b81f39e7,,1.0,,,,1.0,1.0,,0.0,,0.0,,,,,1.0,,,,,1.0,,0.0,,,1.0,,,,,0.0,,,,0.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,1.0,,,
009f0651-52f9-4be7-b99c-92872f9923d1,,,,,,1.0,,,,,1.0,0.0,,0.0,,1.0,,1.0,,,,,,,1.0,,,,,1.0,0.0,1.0,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,
00aa83e1-9d7c-465b-9336-4030d4790cad,0.0,1.0,,,,,,,0.0,,,,,,,1.0,,,,,,0.0,1.0,,,1.0,1.0,,,1.0,,0.0,,,1.0,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,0.0,,,,0.0,,,,
00bafdbf-87b5-4b46-966f-e1fc4af3eaa0,,,,,,,1.0,,,,,,1.0,0.0,0.0,0.0,,1.0,,,,,,0.0,,0.0,,,,,,0.0,,,,,0.0,1.0,,,,,,,0.0,0.0,,,,,,,,1.0,,,0.0,,,,0.0,,,,
00c38136-ea33-4332-aa36-df8c9e278dc6,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,1.0,0.0,0.0,,0.0,,,,,0.0,,,,,,,1.0,,,,,,0.0,,1.0,,,,0.0,,,,,,,0.0,0.0,,,1.0,,,
00d19dcd-5ef9-4a57-be94-a54dc0b28c95,,,,,,0.0,0.0,,,,,0.0,,,,0.0,,0.0,,,,,,,,,0.0,,,0.0,0.0,0.0,,,1.0,,,,1.0,1.0,,,0.0,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,
00e3d9e8-a777-4df6-8683-3481be32f606,0.0,,,,,,,,1.0,,,1.0,,,1.0,,,1.0,,,,1.0,,1.0,,,1.0,,,,,0.0,,,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,1.0,,,
00e74b7c-65d8-468f-a2f8-55f144618770,,,1.0,,,1.0,,,,,,,,,1.0,1.0,,,,,,,1.0,,,1.0,0.0,,,,1.0,,0.0,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,,0.0,,,,
00f230e8-94df-4f47-a534-51cd4aa1c358,0.0,,,,,,,,1.0,,,1.0,,,,1.0,,,1.0,,,,,,1.0,,1.0,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,1.0
00fd4ba5-58c7-4122-ad17-30f9b65f947f,,1.0,,,,,,,0.0,,,,,,1.0,,,1.0,,,,,,,0.0,,1.0,,,,0.0,0.0,,,,,,1.0,1.0,,,,0.0,,,,0.0,,,,,,,1.0,,,1.0,,,1.0,,1.0,,,0.0
0107578d-e7b9-4ae2-add8-8f3b01a5f4ee,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,1.0,1.0,,,1.0,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,,,,,,
01189f33-55f6-4899-9ec6-6b9ba8ae39bc,,1.0,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,,,1.0,0.0,,,,,,0.0,,,0.0,1.0,1.0,,,0.0
011ad466-e185-4971-af51-f2f2859f3779,0.0,,,,,1.0,,,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,,1.0,,,0.0,1.0,,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,0.0,1.0,,,1.0,,,
011d1a73-fb44-4bd9-bdc1-957fad212a58,1.0,0.0,,,,0.0,,,0.0,,0.0,,,,,0.0,,,,1.0,0.0,,,,,,0.0,,,,,,,0.0,,,0.0,,0.0,,,,,,,,1.0,0.0,,0.0,,,,,,,,,,,,0.0,,,0.0
012e88ee-5d2e-40e6-a013-aa196c3c924e,0.0,,,,,,,,1.0,,,0.0,,,,1.0,,0.0,0.0,,,,1.0,,0.0,,,,,1.0,,0.0,,,,1.0,,,,,,,,,,,1.0,,,,0.0,,,,,,0.0,,,,,,,,
0133e035-dc81-4ca3-b31d-44b1dc8cb5be,,,,,,,,,0.0,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,0.0,,0.0,1.0,,,,,,,,,0.0,,,,,1.0,,1.0,,,,,,,0.0,1.0,,1.0,0.0,1.0,,,
0134d0e0-d482-4baa-93a5-4118521b2c5a,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,1.0,,,,,,,1.0,1.0,,,,,,0.0,,,,1.0,,,,,0.0,,1.0,,,1.0,,,
013beb3b-c112-408b-b38f-1186ae16a561,,,,,,,1.0,,1.0,,,,1.0,,,0.0,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,1.0,0.0,,,,,,,,1.0,,,,,0.0,,,,,0.0,,,,0.0,,,
0140eeac-c46d-40c6-b3e8-99a825fbc5c8,,0.0,,,,1.0,0.0,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,0.0,1.0,,,,1.0,,,1.0,0.0,,,,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0,,,,,,,
01411c52-d08d-4c91-8a69-3acf2ecf5d3c,,1.0,,,,0.0,,,0.0,,,,,,,,,0.0,,,1.0,,,,,1.0,1.0,,,0.0,,,,1.0,,,,,1.0,,,0.0,,,,,0.0,1.0,,1.0,,,,,,,,,1.0,,,,,,
0141bff3-be49-4017-a1a5-6bf8e39127f7,,,,,,1.0,1.0,,0.0,,,,,,1.0,0.0,,,,,1.0,,,,,1.0,1.0,,,0.0,0.0,,,1.0,,,,,1.0,,,1.0,,,,,1.0,,,0.0,,,,,,,,,,,0.0,,,,
0142cf93-57d2-4e39-89d2-00ed5696687e,0.0,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,0.0,,1.0,,1.0,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,0.0,1.0,,,1.0
014c69de-37f8-498a-a7e3-d85f52ec5991,,1.0,,,,,1.0,,0.0,,,,,,,1.0,,1.0,,,,,0.0,,,1.0,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,0.0,1.0,,,0.0,,,,
015468df-3bd9-44c6-826d-ab524b08eacc,,,,,,,,,0.0,,,,,,1.0,,,,,,0.0,,,,,1.0,0.0,,,1.0,0.0,,,0.0,,,,,,,,1.0,,,,,,1.0,,0.0,,,1.0,,,,,,,,,1.0,,,
01557647-1413-4a09-9921-719c1bc196b0,,0.0,,,,,1.0,,,,,,,,1.0,0.0,,,,,0.0,,,,,1.0,,,,0.0,0.0,,,0.0,,,,,0.0,,,,,,,,,0.0,,0.0,,,,,,,,1.0,0.0,,,0.0,,,
0160a7ef-382b-4964-b47d-e437800640cd,1.0,1.0,,,,1.0,,,0.0,,,0.0,,,,1.0,,0.0,,,,,,1.0,0.0,1.0,1.0,,,1.0,1.0,0.0,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,0.0,,,,1.0
017230a2-18d4-427e-86de-56a3db04c567,,,,,,1.0,1.0,,0.0,,,,,,,0.0,,,1.0,,,,,,,1.0,1.0,0.0,,0.0,,,0.0,,0.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0
017ac76e-8e66-4d43-a4b2-5da33052ae96,0.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,0.0,,,,1.0,,,1.0,,,,,,,,1.0,1.0,,,,,,
017b029b-b1fb-4167-9f8a-8de1880cc8c2,,0.0,,,,,,,1.0,,,,,,0.0,0.0,,,,1.0,1.0,,0.0,,,1.0,1.0,,,,0.0,,,,0.0,,,,,,,0.0,,,,,,1.0,,0.0,,,,,,,,,1.0,,,0.0,,,
017bbfd3-14ff-42c7-a31a-b9509f34124f,,1.0,,,,,1.0,,1.0,,,,1.0,,,,,,,1.0,1.0,,0.0,,,1.0,,,,,,0.0,1.0,,,,,,0.0,,,,,,,,1.0,,,0.0,,1.0,,,,,,0.0,,,,,,,
017fbc4c-8974-4a0d-bfe4-43899b07afcf,,1.0,,,,,,,0.0,,,,,,,1.0,,0.0,,0.0,,,,,,0.0,,,,0.0,0.0,,,,,,,,1.0,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,
0182a8e8-675a-47a3-b1f5-c3cf521dc72d,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,1.0,0.0,1.0,0.0,,,,,,1.0,0.0,,,,1.0,,,,,,,,,,1.0,,,,,0.0,,,,,,0.0,,1.0,,,,,,
01982295-7702-4225-a00c-f4fcbde87e9e,,0.0,,,,,,,0.0,,0.0,,,,1.0,,,0.0,,,,,,,,1.0,1.0,,,0.0,,,,,,,1.0,,1.0,,,,1.0,,,,1.0,1.0,,,,,,,1.0,,0.0,,1.0,1.0,0.0,1.0,,,1.0
019c4324-864c-486f-9c22-286c783ae098,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,0.0,,1.0,,,1.0,0.0,0.0,0.0,,,,,,,,,,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,
01a50704-2c4a-45d3-ab69-bec528a44008,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
01a59c97-2fbb-415b-817a-b864d0f24c18,,,,,,,,1.0,0.0,,1.0,,,,,1.0,,0.0,,,,,1.0,,0.0,,,,,1.0,,0.0,,,1.0,,,,,,,,,,,0.0,,,,,1.0,,,,,,1.0,,1.0,,,1.0,,,
01c4603d-65fb-4e44-942f-78f88fda6076,,,,0.0,,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,0.0,,,1.0,1.0,,,1.0,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,1.0,,,
01ce5b5c-8032-4785-8634-17b37ff3e41d,1.0,0.0,,,,,0.0,,,,,,,,,1.0,,1.0,,,,,0.0,,,,1.0,,,,1.0,,0.0,,,,,,,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,0.0,,,,,,,,1.0
01d233a0-4afb-430e-82a0-29131f45f345,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,1.0,1.0,,,1.0,0.0,,,,,,,,,,,,0.0,1.0,,,1.0,1.0,,,,,,,,,,1.0,,,0.0,,,,
01d9ef47-e46d-4eb1-a098-143f2bc2366d,,,,,,,,,,,,,,,,,,,1.0,,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,0.0,,,,,,,,1.0,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,
01dba5a9-4f7a-4aad-a60d-9c7566826876,,1.0,,,,,,,0.0,,,,,,,1.0,,0.0,1.0,,,,1.0,1.0,,,,,,0.0,1.0,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,
01f92db4-507d-4363-bd52-ff4167dcc421,,,,,,,,1.0,0.0,,,,,,,,,1.0,1.0,,,,0.0,,0.0,,,,,1.0,1.0,0.0,0.0,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,0.0,,1.0,,0.0,,,,0.0
0204c537-065e-47e1-9d37-467faa116b08,,,,,,,1.0,,0.0,,,,,,1.0,,,,,,,,,,0.0,1.0,1.0,,,0.0,0.0,,,,,,,,1.0,,,,0.0,,,,1.0,1.0,,1.0,,,,,,,,1.0,0.0,,0.0,,,,
020f5b6e-f08a-455a-8e75-dc52046ad167,,,,,,,1.0,,,1.0,1.0,,,,1.0,,,0.0,,,,,,1.0,1.0,,0.0,,,1.0,1.0,,,,0.0,,,,,1.0,,,,,,,0.0,,,,,,,,,,1.0,,,,1.0,,,,0.0
021d1e52-e2b5-44d2-b375-98fe64382b2b,,,,,0.0,,,,0.0,,,,,,,0.0,,0.0,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,1.0,,1.0,,1.0,,,,1.0
021fc29d-70eb-42a3-bf04-3625a134500f,0.0,,,,,,,1.0,0.0,,,,,,,1.0,,,,,,1.0,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,0.0,1.0,1.0,,,,,,
0222fd25-43a7-4660-af82-ba420787eb86,,0.0,,,,,0.0,,,,,,,,1.0,0.0,,,,,1.0,,,,0.0,0.0,0.0,,,1.0,,,,0.0,,,0.0,,,,1.0,0.0,,,,,0.0,1.0,,0.0,,,,,,,,,,,,,,1.0,
0223a42c-7d04-4404-9375-c5325861af8b,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,,0.0,,,,
02297d14-532f-43ba-913d-47465ee9d381,0.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,0.0,,0.0,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,0.0,,,,1.0
02487e4e-f5f3-4bb4-b0a3-072319a9f4f9,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,0.0,,,0.0,,0.0,,0.0,0.0,,,,1.0,1.0,,,,,,,,,,,,1.0,0.0,,,1.0,,,1.0,,,,,1.0,,,1.0,0.0,1.0,1.0,,,,
0253fdcf-5a45-40cd-b7f4-2daae7987542,0.0,1.0,,,,,,,,,,,,,,,,,0.0,,1.0,,0.0,,,1.0,1.0,,,1.0,0.0,,,,1.0,,,,,,,,,,0.0,,,1.0,,1.0,,,,,,,0.0,1.0,1.0,,0.0,,,,
02683619-aeaa-477f-8bd6-1aba97d86861,0.0,,,,,1.0,,,0.0,1.0,,,,,,1.0,,0.0,,,,,1.0,,0.0,1.0,1.0,,,1.0,0.0,0.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,0.0,1.0,1.0,,1.0,,,,1.0
0286a725-ac45-45c0-931e-516fcdb0494d,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,0.0,1.0,,,,1.0,1.0,,,,,,,,,,,0.0,0.0,,,,0.0,1.0,,0.0,,,,,,,1.0,1.0,,,1.0,,,,
