USER_UUID,'83d91a0a-6a92-47f5-9eed-ae26a594a647','0367c168-ac79-4dc7-84c4-d44b653ba68e','f5915c80-d3bc-4801-86d3-9ac00b9e41ae','a9e85627-81e8-4c27-bcdf-e9a34b66329e','e6926645-d006-4742-8397-d4e415e8678f','259ebe96-71cd-4e3f-a14c-0e174ffcbcec','d6b6769d-b02e-4ca7-9702-1e390006d293','5367c1a1-6322-457f-84b0-51b5301d48b4','9083f6c2-b037-488e-9096-194b209b5805','88d80727-970c-440a-a2c9-ad96e423cc13','c88d205a-7ddc-4b1b-8ea4-87e717b25230','31c97060-5518-4180-b74b-100f54e24ab1','52438211-603f-4f15-aa31-0db896ca3c18','a1a0a05d-e697-473d-9c02-6e6172283808','8ca3be93-7f70-45e5-a735-e4a2bda881c7','3e00cf89-d570-439a-919d-9fce068c9fc5','b8e60170-0dc1-4ca7-8c62-89b97e615d1d','9280a25f-35a1-44e1-9272-c6becb96c0ba','7bb2223c-84cb-46ec-8573-794021238886','16f344c7-38b6-490a-9477-886a06e6ef60','ff36935c-71b6-4310-a571-ccb358a77b3c','0de887ca-2972-4e04-a644-1cc63260bc65','b76b6589-4e8a-4c5c-961a-2d50a28aa034','1fa2b1a3-1a6e-470f-ad67-80e9ca5a8ce2','75eb0a77-6e3b-492c-81bd-791cf41aa09d','0fb977dd-8faf-4be7-9add-d043b747b945','0bc2b687-560f-4fbf-ab1e-35b76e545c43','77634265-6bcf-479c-92c3-a88cffd7f7b0','be9f23f9-5baa-494b-b41f-62f122e46782','9319c616-2822-4971-875a-837dd5ae6653','bcf492fd-1197-468b-b486-41e00f324d43','682d3673-2e82-4dd1-8dee-b8fe1394f74e','720a4f66-0e7f-472a-a90f-8a2b9063b629','84e9ecdd-030a-44ea-b1fd-539a052a09f3','a977416d-b2a5-4971-a914-99bfe854aadb','1639cde5-678c-469e-928d-9ad67f968bfc','d96db84d-052a-4117-9351-439afc3b62ae','da073e30-79e1-4742-8a16-5dbedb87b7e4','1af17e73-fd96-4722-b32b-336c903b9211','a5afda52-0475-4e0b-a830-aa929ac55fbd','c1a57b98-261f-423c-b2ac-4ae8b2c14356','38b3b679-009c-4951-9567-8002f7b969dd','fad894b3-179a-470a-b340-f744cebcffb3','3b63aad5-6742-43a3-a68e-8e9bb5833de1','98933de2-b3d5-499e-8de4-65e78303c135','2d9cede1-95b0-4da6-b405-73cc58c16333','3bc9df3c-694a-4562-a8a8-445730340eed','05cbacf9-1988-4b9a-bc63-3f6442a2500d','be87911f-fe7b-48a0-9319-1b8e6034230a','9752bba4-7ce3-4c1a-9c1e-254cb386b0fb','ab6e8115-d5f3-41c3-a5d7-2e3edc413d4e','3ff8d2bc-9c68-4fce-9faf-1b80ca33b153','f1262691-7c94-403a-8a64-d6563bcaf387','d2648054-267c-44f6-b178-5ff07624a64e','90441dc4-5ad0-483b-bb49-27a9466c07cf','2c71a858-5901-469c-b34f-aef5597db577','e83c391b-c935-4a1b-a5d1-f18a7a9ae200','e22d4f28-5254-4e17-8256-a2252457d4dc','296694ca-df57-4bc4-9a0c-f7a72a59a65e','9c649911-7040-4868-8d17-2409d52d512a','e7f7fba6-02c0-4df6-8f19-ffd6625d8d14','c5e8972c-fa66-49d6-b266-e2bf8958a65a','de3df29a-f878-4ea1-b8d8-3d8988d5e91b','d76257f8-d9b0-4da4-bc9a-93fc126f8a40','1fad83c2-fc73-427d-99af-c1f732159e5d'
10eb3e51-50e5-4223-9f10-f3137fbda007,,1.0,,,,1.0,0.0,,0.0,,,0.0,,1.0,,,,0.0,,0.0,0.0,,0.0,1.0,,1.0,,,,,0.0,0.0,0.0,0.0,,,,,1.0,,,0.0,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,1.0,,,0.0
1117d4ae-6f67-4894-9662-2961fee79627,0.0,,,1.0,,,,,1.0,,1.0,,,,,1.0,1.0,0.0,1.0,,,,1.0,,0.0,0.0,1.0,,,0.0,1.0,,0.0,,1.0,,1.0,1.0,1.0,,,,0.0,0.0,,,0.0,,,,,,,,,,,1.0,1.0,0.0,,,,,0.0
117442f1-55b0-4796-a8ec-c7037982d9c7,0.0,1.0,1.0,,,1.0,1.0,,0.0,,1.0,,,1.0,,1.0,,0.0,,,,,0.0,,1.0,1.0,1.0,,,,0.0,,1.0,,1.0,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,0.0,1.0,1.0,1.0,,,0.0
124bf6ce-9857-4166-86f1-5ed79184e0ad,,,,,,,,,1.0,,1.0,,,0.0,,1.0,,0.0,,,,,0.0,,0.0,,0.0,0.0,,1.0,1.0,0.0,,,,,,,1.0,1.0,,,0.0,0.0,,,1.0,,,,,,,0.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0
1291b846-6d39-45c0-86aa-04d2ba50bfa7,,,,1.0,,,,,1.0,,0.0,,,,,1.0,,0.0,1.0,,,,,0.0,1.0,0.0,1.0,,,0.0,1.0,0.0,0.0,,1.0,,,,,1.0,,,,1.0,0.0,1.0,0.0,1.0,,1.0,,,,1.0,,,1.0,,1.0,,1.0,1.0,,,
12cc820f-52f0-4172-bdc9-31b371b45e1b,0.0,,,1.0,,1.0,,,,1.0,,0.0,,1.0,,1.0,,1.0,,,1.0,,0.0,1.0,0.0,0.0,,,,1.0,,0.0,,,0.0,,,,,,,,0.0,,,,1.0,,,1.0,,,,,,,,1.0,1.0,1.0,0.0,1.0,,,1.0
12dbdc8b-a86a-4dc2-b657-ad1df964390d,,0.0,,,,0.0,0.0,,,,,,,,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,1.0,,,,,,,0.0,1.0,,0.0,,0.0,,,1.0,1.0,,,,0.0,,1.0,1.0,0.0,,,,,,0.0,,0.0,,0.0,0.0,,,0.0
13067a10-cc6e-47d2-9611-49150ce74629,0.0,1.0,,,,1.0,1.0,1.0,0.0,,,0.0,,,1.0,1.0,,0.0,1.0,,,,1.0,1.0,,,,,,1.0,1.0,0.0,,,1.0,,,,,,,,0.0,1.0,,,1.0,1.0,,,,,,,,,1.0,0.0,1.0,1.0,1.0,,,,1.0
1401c22e-bd50-4ca4-ba51-a4857c62067d,,1.0,,,,,,,0.0,,,,,,0.0,0.0,,0.0,0.0,1.0,,,,,,1.0,0.0,,,1.0,0.0,0.0,,,1.0,,,,1.0,,,,1.0,,0.0,,0.0,0.0,,,0.0,,1.0,,,,1.0,0.0,0.0,1.0,,1.0,,,
145706f6-cc13-4bf7-b267-84594015242c,0.0,0.0,,,,1.0,0.0,0.0,0.0,,1.0,,,,,1.0,,1.0,,,,,0.0,,0.0,1.0,1.0,,,1.0,1.0,,,,,,,,0.0,1.0,,1.0,,0.0,,,0.0,,1.0,0.0,,,,,,,1.0,,0.0,,0.0,0.0,,,
15afabfb-530d-486f-9812-20b27e082abb,0.0,1.0,,,,1.0,0.0,,1.0,,,,,,1.0,1.0,,0.0,,,,0.0,0.0,0.0,,,0.0,,,1.0,1.0,,,,1.0,,,1.0,1.0,,,,,,0.0,,1.0,1.0,1.0,1.0,,,,,,,,,0.0,1.0,1.0,1.0,,,0.0
1651bac6-08db-498e-b612-de947e265a04,0.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,0.0,,,,,0.0,,0.0,,,,,1.0,0.0,0.0,,,,,,,,1.0,,,,,1.0,,1.0,1.0,,1.0,1.0,,,,,,0.0,,1.0,,0.0,1.0,,,1.0
17aa68ca-b9c4-44e1-9856-5f7e8f0bca44,1.0,,,,,1.0,1.0,,1.0,1.0,0.0,,,,1.0,1.0,,0.0,1.0,,,,,,,1.0,1.0,,,0.0,1.0,0.0,1.0,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,1.0,,1.0,1.0,,1.0,0.0,,0.0
197f5349-6f72-4f2b-a477-0d9ed73bcac6,0.0,0.0,,,,1.0,,0.0,1.0,,,,,,1.0,1.0,,0.0,,,,,0.0,1.0,,1.0,1.0,,,1.0,0.0,0.0,0.0,,,,,,1.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,1.0,1.0,,0.0,1.0,,,0.0
1a8b7dc5-11a1-4505-9db3-27835f7d2638,1.0,1.0,,,0.0,,,,1.0,,,,0.0,,,0.0,0.0,,,,,0.0,,,,1.0,,0.0,0.0,1.0,0.0,,,,,,0.0,,,,1.0,,0.0,,,,1.0,,,1.0,,0.0,,0.0,,,1.0,,1.0,0.0,1.0,1.0,,1.0,0.0
1d649946-38f5-4237-bd4f-55b418cb31fa,0.0,0.0,,,,1.0,1.0,,0.0,,,0.0,,,,0.0,,,,,,,0.0,0.0,0.0,1.0,1.0,,,1.0,0.0,,,,0.0,0.0,,,1.0,,,,0.0,0.0,,,1.0,1.0,,0.0,1.0,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,,,1.0
1d948097-cd26-4f7e-8ecc-140942865612,0.0,,1.0,,,,,1.0,0.0,,0.0,1.0,,,,1.0,,1.0,0.0,,,,0.0,,0.0,,1.0,,,,1.0,,0.0,,,,,,1.0,,,,1.0,,,,0.0,1.0,,,,,,,,,0.0,1.0,1.0,0.0,1.0,1.0,,,0.0
1da47508-093b-4971-9ebe-eebd4c9dbb8a,0.0,,,,,1.0,,,0.0,1.0,,,,,,1.0,,0.0,1.0,,,,0.0,0.0,0.0,1.0,1.0,,,1.0,0.0,0.0,0.0,,,,,,1.0,,,,0.0,1.0,,,,,,,,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,,,0.0
1daf37f5-0591-44dd-a94f-9497276e0b79,0.0,0.0,,,,1.0,,,0.0,1.0,0.0,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,1.0,1.0,,,1.0,0.0,0.0,0.0,,1.0,,,,,1.0,,,,1.0,,1.0,1.0,,,0.0,,,,,,,0.0,,1.0,0.0,,,,,
1dcad4d0-c399-48dd-a9d1-b5d049668d72,0.0,,,,,1.0,0.0,,0.0,,,0.0,,,,1.0,,0.0,0.0,,,1.0,0.0,1.0,0.0,,1.0,,,1.0,0.0,0.0,,,,,,,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,,,
1e965a3f-9dea-4729-8467-0bb4ffb04cdc,,1.0,,1.0,,,0.0,,1.0,,,,,,,1.0,,0.0,,0.0,,,0.0,0.0,0.0,1.0,,,,1.0,0.0,,,,0.0,,,,0.0,,,,1.0,1.0,0.0,,1.0,1.0,0.0,,,,,,,,0.0,1.0,1.0,,,1.0,,,
2005345f-de45-4509-ad61-6a749d34d287,0.0,0.0,,,,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,1.0,,0.0,1.0,,,,0.0,1.0,,,1.0,,,,,1.0,,,,0.0,,1.0,1.0,,0.0,,0.0,,,,,,,1.0,0.0,1.0,1.0,1.0,0.0,,,1.0
20159ba4-e3fc-4aea-9ef0-98b6d0acbacd,0.0,,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,,0.0,,,,1.0,1.0,,,,,,,1.0,0.0,0.0,0.0,,,,,,1.0,,,,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,,,,0.0,1.0,1.0,1.0,0.0,,,,
204603e7-f571-4278-ae1c-f34c16108e15,,1.0,,,,1.0,,,0.0,,,1.0,,,,1.0,,0.0,,,,1.0,0.0,,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,,,,,,1.0,,,,1.0,,0.0,,0.0,1.0,,1.0,,,,,,,0.0,1.0,1.0,,0.0,1.0,,,1.0
2170c89f-122e-427c-ad54-07903bda17f8,0.0,,1.0,1.0,,1.0,1.0,,0.0,,,,,,1.0,1.0,,,,1.0,,,,,,1.0,0.0,,,1.0,0.0,,,1.0,0.0,,,,1.0,,1.0,1.0,1.0,1.0,,,0.0,1.0,,1.0,,,,,,,,,1.0,1.0,,,,,
21ee8c63-99fc-4386-a5cf-11bfefa751a9,0.0,1.0,,,,,1.0,,1.0,1.0,,,,,,,,0.0,,0.0,,,,,,,1.0,,,1.0,1.0,0.0,,0.0,0.0,,,,1.0,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,,,0.0,1.0,,,,1.0,,,0.0
2230338b-3b12-4e2a-91ef-d5a28ce4bf98,0.0,0.0,,,,1.0,1.0,,0.0,,,,,,1.0,1.0,,0.0,,,1.0,,,,0.0,1.0,,,,0.0,0.0,0.0,,1.0,1.0,,,,1.0,,,,0.0,,,,1.0,0.0,,1.0,,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,,,0.0
22ea53d6-c49a-4595-9396-25871e31648d,0.0,1.0,0.0,,,1.0,,,0.0,0.0,,0.0,0.0,,,1.0,,,,,,,0.0,1.0,,1.0,1.0,,,1.0,1.0,0.0,0.0,,,,,,,,,,0.0,,,,1.0,,,,,0.0,,,,,,1.0,1.0,,0.0,1.0,1.0,0.0,1.0
24f45048-b31b-45de-94a7-f3a972012723,1.0,,,,,,1.0,0.0,1.0,,0.0,1.0,,0.0,0.0,,,1.0,1.0,,,1.0,1.0,1.0,0.0,1.0,0.0,,,0.0,0.0,0.0,,,,,,,1.0,,,1.0,0.0,,,,1.0,,1.0,1.0,0.0,,,,,,,1.0,1.0,,1.0,,,,1.0
2584f637-4e60-40e0-8ce7-49a57e60a508,1.0,,,,,1.0,,,,0.0,0.0,0.0,,1.0,,1.0,,0.0,1.0,,,0.0,0.0,,0.0,,1.0,,,1.0,0.0,0.0,,,,,,,1.0,,,,0.0,1.0,0.0,0.0,1.0,,,,0.0,,,,,,0.0,,,,0.0,,,,0.0
27298330-5c24-40cc-a7df-16bca77bb2b9,0.0,1.0,,,,1.0,0.0,,0.0,,,,,,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,,,1.0,0.0,,,,1.0,,,,1.0,,,,0.0,,,,0.0,1.0,,,,,,,,,1.0,1.0,,0.0,1.0,0.0,,,0.0
27a89092-d690-46f2-be2e-3cce06993917,0.0,,,,,1.0,0.0,,0.0,,,,,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,1.0,,,1.0,0.0,,,0.0,,,0.0,,,,,,1.0,,,,1.0,1.0,,,,,,1.0,,,1.0,1.0,0.0,1.0,1.0,,1.0,,
27aa06bc-fd77-4eeb-9bfa-d66bf1daaace,0.0,,,,,,1.0,,,,,,,,1.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,,,1.0,,0.0,,0.0,,,,0.0,,,1.0,1.0,1.0,1.0,,0.0,1.0,,1.0,,,,,,,0.0,1.0,1.0,,0.0,,,,
297c3651-55d7-4660-b5d4-a1e9ab160b7b,0.0,,1.0,,,,1.0,,0.0,,,,1.0,,1.0,0.0,,0.0,,,,1.0,0.0,,,,,,,0.0,,,0.0,,,,1.0,,1.0,,,,0.0,,0.0,,1.0,,0.0,1.0,1.0,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,,,
2af46f1f-2a54-4a9b-845e-3a85d99c6952,0.0,1.0,,,,1.0,1.0,,0.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,,1.0,1.0,,,1.0,0.0,0.0,,,,,,,1.0,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,0.0,1.0,1.0,1.0,1.0,,,,0.0
2bb646c2-5972-4f52-8191-a13f33a6899f,0.0,0.0,,,,,0.0,,0.0,,,0.0,,,,1.0,,,,,,0.0,0.0,1.0,0.0,,1.0,,,1.0,,0.0,,,1.0,,,1.0,1.0,,1.0,,0.0,1.0,,0.0,0.0,,0.0,1.0,,,,,1.0,,,0.0,1.0,,0.0,,,,
2bd66b91-7cad-4c32-96c1-4aef299d937a,,1.0,,,,,1.0,,1.0,,,,,,,1.0,,1.0,,,,,0.0,,0.0,0.0,0.0,,1.0,0.0,1.0,,0.0,,,,,,1.0,,,,0.0,,,,,1.0,,1.0,,,1.0,1.0,,,1.0,0.0,1.0,,1.0,1.0,,,0.0
2cd21549-220c-4c73-b60b-fba71a48e407,0.0,1.0,,,,,1.0,,0.0,,,,,,,1.0,1.0,,,,,,,,0.0,1.0,,,,1.0,0.0,,,0.0,1.0,,,,1.0,,0.0,,1.0,,,,1.0,1.0,,,,,,,1.0,,0.0,1.0,0.0,1.0,1.0,1.0,,,1.0
2edeaaef-22fe-41c2-b916-ada12a453dca,0.0,1.0,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,0.0,,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,,1.0,,,,1.0,,,,0.0,0.0,,,,1.0,,1.0,0.0,,,,,,1.0,1.0,1.0,1.0,0.0,,,,
30a8fc7a-0990-4425-bc16-7bbb6347c915,0.0,,,,,1.0,1.0,,0.0,,,,,,,0.0,,0.0,1.0,,,,0.0,0.0,0.0,1.0,1.0,,,1.0,0.0,0.0,0.0,,,,1.0,,0.0,,,,1.0,1.0,0.0,,1.0,1.0,,,,,,,,,0.0,,0.0,1.0,0.0,0.0,,,1.0
30ec91e5-2b44-45d0-a6be-0e8f0052436f,0.0,1.0,,,,,0.0,,0.0,,,,1.0,,,,,0.0,,1.0,,,,,0.0,0.0,1.0,0.0,1.0,0.0,,,0.0,,0.0,,,,1.0,,,,0.0,,,,,1.0,,1.0,,,,,,,,0.0,1.0,0.0,0.0,,1.0,,0.0
319c3378-20c8-4e50-a05e-0081e2f5b7bb,0.0,0.0,,,,,,,1.0,0.0,0.0,0.0,,,,1.0,,0.0,,,,,1.0,0.0,1.0,,,,,0.0,1.0,,0.0,,,1.0,,,,1.0,,,,0.0,,1.0,1.0,,,,0.0,,,,,,1.0,1.0,0.0,1.0,1.0,,,,1.0
32b21019-8520-4e67-bc33-c2c8bda5d91e,0.0,,,,,0.0,,,,0.0,1.0,,,,0.0,1.0,,0.0,1.0,0.0,0.0,,0.0,,0.0,,,,,0.0,0.0,1.0,0.0,1.0,,,,,0.0,,,1.0,,,,,0.0,,,0.0,,,,,,,,0.0,1.0,1.0,0.0,0.0,,,
32f5a9ec-2cd1-47de-b58a-da0b43abdd63,1.0,,,,,,,1.0,1.0,1.0,,1.0,,,,,,0.0,0.0,,1.0,,1.0,1.0,0.0,,1.0,,,,0.0,0.0,,,1.0,,,,1.0,,,,0.0,1.0,,0.0,1.0,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,1.0
33a76e4a-cd01-4907-be3f-3e5fb584da96,0.0,1.0,,,,1.0,,,0.0,,,,,,0.0,1.0,,0.0,,,,,0.0,0.0,,,1.0,,,1.0,,,,,0.0,,1.0,,1.0,,,,,,,,0.0,1.0,,,0.0,,1.0,1.0,1.0,,0.0,,1.0,0.0,0.0,1.0,,,0.0
33f35daf-16dd-47cf-aa67-9c69d3ad97de,1.0,,,,,0.0,,,1.0,,0.0,,,1.0,,1.0,,0.0,1.0,,,0.0,1.0,1.0,1.0,0.0,1.0,,,0.0,1.0,1.0,0.0,,,,,,1.0,,,1.0,,1.0,,,1.0,,,1.0,,,,,,,,1.0,1.0,1.0,0.0,,,,1.0
351eb7f9-65e3-43ed-9aa9-ac63d9015748,0.0,0.0,,,,0.0,1.0,,,0.0,1.0,,,,,1.0,,0.0,,,,,1.0,1.0,0.0,,0.0,,,0.0,0.0,0.0,1.0,,1.0,,,,,,,,,,0.0,,1.0,,1.0,1.0,,,,,,,,1.0,1.0,,0.0,,,,1.0
352ea87f-d1a9-4371-9dbb-15c40b4e34c8,,1.0,,,,1.0,,,,,0.0,,,,,1.0,,0.0,,,,,0.0,,0.0,0.0,1.0,,,,1.0,0.0,0.0,,,,1.0,0.0,1.0,,,,0.0,1.0,0.0,,0.0,1.0,,,,,,,,0.0,0.0,1.0,1.0,1.0,,,,,
356a6024-ee44-4be2-8267-091d22385b60,0.0,1.0,,1.0,,1.0,1.0,,0.0,1.0,,,,,1.0,1.0,1.0,0.0,,,,,0.0,,,1.0,1.0,,,0.0,0.0,,0.0,1.0,1.0,,,,0.0,,,0.0,0.0,,,,0.0,1.0,,1.0,,,,,,,0.0,1.0,,,0.0,1.0,,,0.0
35fdc8c7-d02d-4a3b-a993-6aebfc5a1699,,0.0,,,,0.0,1.0,,1.0,,,,,,0.0,0.0,,0.0,,,,,,0.0,0.0,1.0,0.0,1.0,,0.0,1.0,,0.0,,,,,,0.0,,,0.0,1.0,0.0,,,,0.0,,0.0,,,,,,,1.0,0.0,1.0,1.0,1.0,0.0,,,0.0
36b052bf-c85e-4090-943e-60def9d5fe99,0.0,1.0,,,,1.0,,,0.0,1.0,,,1.0,,,,,0.0,,1.0,,,1.0,,0.0,,0.0,,,1.0,0.0,0.0,,1.0,1.0,,,,1.0,,,,0.0,1.0,,,1.0,0.0,,0.0,,,,,,,,1.0,,,1.0,1.0,,,0.0
